tanggal,judul,url,label,max,min,sentiment
6-Dec-20,Ini Respons Pemprov Jatim soal Ditemukannya Corona B117 di Karawang,https://news.detik.com/berita-jawa-timur/d-5481332/ini-respons-pemprov-jatim-soal-ditemukannya-corona-b117-di-karawang?tag_from=wp_nhl_12,1,0.4,-0.8,-4
4-Oct-20,"Wagub DKI: Tak Boleh Skateboard di Trotoar, Sudah Ada Tempat Disiapkan",https://news.detik.com/berita/d-5481329/wagub-dki-tak-boleh-skateboard-di-trotoar-sudah-ada-tempat-disiapkan?tag_from=wp_nhl_13,1,0.8,-0.6,4
10-Nov-20,PKS Tak Setuju Ajakan Benci Produk Asing yang Digaungkan Jokowi,https://news.detik.com/berita/d-5481317/pks-tak-setuju-ajakan-benci-produk-asing-yang-digaungkan-jokowi?tag_from=wp_nhl_15,1,0.6,-1,-5
4-Nov-20,"Mayat Pria Misterius Ditemukan di Sungai Purbalingga, Ini Ciri-cirinya",https://news.detik.com/berita-jawa-tengah/d-5481312/mayat-pria-misterius-ditemukan-di-sungai-purbalingga-ini-ciri-cirinya?tag_from=wp_nhl_17,1,0,-0.8,-4
29-Oct-20,"Kasihan, Sapi Bunting di India Telan 71 Kg Sampah",https://news.detik.com/internasional/d-5481298/kasihan-sapi-bunting-di-india-telan-71-kg-sampah?tag_from=wp_nhl_20,1,0,-0.8,-4
10-Jan-21,813 SD dan 199 SMP di Banyuwangi Mulai Sekolah Tatap Muka,https://news.detik.com/berita-jawa-timur/d-5481297/813-sd-dan-199-smp-di-banyuwangi-mulai-sekolah-tatap-muka?tag_from=wp_nhl_21,1,0.8,0,4
13-Mar-21,Bocah di Kaltim yang Diterkam Jasadnya Ditemukan di Perut Buaya,https://news.detik.com/berita/d-5481296/bocah-di-kaltim-yang-diterkam-jasadnya-ditemukan-di-perut-buaya?tag_from=wp_nhl_22,1,0.8,-0.6,4
23-Oct-20,Pria di Lolak Sulut Ditahan Usai Unggah Foto Menag Bermata Satu,https://news.detik.com/berita/d-5481293/pria-di-lolak-sulut-ditahan-usai-unggah-foto-menag-bermata-satu?tag_from=wp_nhl_23,1,0.6,0,3
14-Jan-21,Referendum Perjanjian Perdagangan Bebas Swiss-RI Diprediksi Bakal Ketat,https://news.detik.com/dw/d-5481276/referendum-perjanjian-perdagangan-bebas-swiss-ri-diprediksi-bakal-ketat?tag_from=wp_nhl_26,1,0,-0.8,-4
10-Oct-20,Polisi Ungkap Motif Pemuda Viral Curi Bra di Cakung: Butuh Kasih Sayang,https://news.detik.com/berita/d-5481271/polisi-ungkap-motif-pemuda-viral-curi-bra-di-cakung-butuh-kasih-sayang?tag_from=wp_nhl_28,1,0.8,-0.6,4
27-Oct-20,"54 Tewas, PBB Serukan Militer Myanmar Berhenti Bunuh Demonstran",https://news.detik.com/internasional/d-5481268/54-tewas-pbb-serukan-militer-myanmar-berhenti-bunuh-demonstran?tag_from=wp_nhl_29,1,0,-0.6,-3
6-Dec-20,"KBRI Yangon Berstatus Siaga II, Ini Imbauan Dubes untuk WNI di Myanmar",https://news.detik.com/berita/d-5481447/kbri-yangon-berstatus-siaga-ii-ini-imbauan-dubes-untuk-wni-di-myanmar,1,0.6,0,3
24-Jan-21,"Makin Banyak Motor Serobot Jalur Sepeda Permanen, Wagub DKI Bicara Sanksi",https://news.detik.com/berita/d-5481446/makin-banyak-motor-serobot-jalur-sepeda-permanen-wagub-dki-bicara-sanksi,1,0.6,-0.6,0
21-Dec-20,"Akun Twitter Di-hack Jadi Dukung KLB PD, Andi Arief Tuding Kakak Pembina",https://news.detik.com/berita/d-5481443/akun-twitter-di-hack-jadi-dukung-klb-pd-andi-arief-tuding-kakak-pembina,1,1,0,5
24-Jan-21,"Jokowi: Kasus Aktif Corona di RI di Bawah Dunia, Positivity Rate Turun",https://news.detik.com/berita/d-5481413/jokowi-kasus-aktif-corona-di-ri-di-bawah-dunia-positivity-rate-turun,1,0.2,-0.8,-4
12-Oct-20,Bupati Cirebon dan Charly Van Houten Jalani Vaksinasi Corona,https://news.detik.com/berita-jawa-barat/d-5481410/bupati-cirebon-dan-charly-van-houten-jalani-vaksinasi-corona,1,0,0,0
23-Oct-20,Penampakan Robby Abbas yang Ditangkap Terkait Kasus Narkoba,https://news.detik.com/berita/d-5481408/penampakan-robby-abbas-yang-ditangkap-terkait-kasus-narkoba,1,0,-0.6,-3
4-Feb-21,"Terdampak COVID-19, Angka Kemiskinan Jatim Naik 11%",https://news.detik.com/berita-jawa-timur/d-5481400/terdampak-covid-19-angka-kemiskinan-jatim-naik-11,1,0.6,-0.6,0
9-Feb-21,Walkot Semarang Minta Jembatan Besi Sampangan Segera Difungsikan,https://news.detik.com/berita/d-5481371/walkot-semarang-minta-jembatan-besi-sampangan-segera-difungsikan,1,0.8,-1,-5
21-Oct-20,"Jokowi: PPKM Mikro Tunjukkan Hasil Baik, Tren Kasus COVID-19 Terus Turun",https://news.detik.com/berita/d-5481393/jokowi-ppkm-mikro-tunjukkan-hasil-baik-tren-kasus-covid-19-terus-turun,1,0.6,-1,-5
19-Dec-20,"Setahun Corona, Jokowi Ingatkan 3T-3M dan Bicara Ketersediaan Vaksin",https://news.detik.com/berita/d-5481392/setahun-corona-jokowi-ingatkan-3t-3m-dan-bicara-ketersediaan-vaksin,1,0,0,0
12-Mar-21,Jokowi Minta Pemda Lebih Cepat Lakukan Vaksinasi Corona,https://news.detik.com/berita/d-5481389/jokowi-minta-pemda-lebih-cepat-lakukan-vaksinasi-corona,1,0.8,0,4
14-Nov-20,Jokowi Minta Masyarakat Tak Khawatir soal Mutasi Corona B117,https://news.detik.com/berita/d-5481386/jokowi-minta-masyarakat-tak-khawatir-soal-mutasi-corona-b117,1,0.2,-0.8,-4
30-Dec-20,13 Terdakwa 'Bola Sabu' Sukabumi Dituntut Hukuman Mati,https://news.detik.com/berita-jawa-barat/d-5481370/13-terdakwa-bola-sabu-sukabumi-dituntut-hukuman-mati,1,0,-0.8,-4
9-Nov-20,"Minta TNI Waspadai Komunis, Ahmad Dhani: PKI Dulu Melebur ke PDIP",https://news.detik.com/berita/d-5200003/minta-tni-waspadai-komunis-ahmad-dhani-pki-dulu-melebur-ke-pdip,1,0.2,0,1
3-Nov-20,"Pekerja Hiburan Malam Demo Anies-DPRD DKI Siang Ini, Tuntut PSBB Dicabut",https://news.detik.com/berita/d-5200000/pekerja-hiburan-malam-demo-anies-dprd-dki-siang-ini-tuntut-psbb-dicabut,1,1,-1,0
21-Feb-21,Dokter Terus Pantau Kondisi Paru-paru Trump Usai Terima Oksigen Tambahan,https://news.detik.com/internasional/d-5199999/dokter-terus-pantau-kondisi-paru-paru-trump-usai-terima-oksigen-tambahan,1,0.8,0,4
24-Oct-20,"Kelelahan-Tak Bisa Jalan, Begini Kondisi 91 Warga Sumbar Tersesat di Hutan",https://news.detik.com/berita/d-5199998/kelelahan-tak-bisa-jalan-begini-kondisi-91-warga-sumbar-tersesat-di-hutan,1,0.8,0,4
23-Dec-20,Polda Metro Siagakan 9.346 Personel Antisipasi Demo Buruh di DPR,https://news.detik.com/berita/d-5199996/polda-metro-siagakan-9346-personel-antisipasi-demo-buruh-di-dpr,1,0.2,-0.8,-4
26-Dec-20,"Buruh Bakal Demo Tolak RUU Ciptaker, Ini 3 Catatan Pimpinan DPR",https://news.detik.com/berita/d-5199995/buruh-bakal-demo-tolak-ruu-ciptaker-ini-3-catatan-pimpinan-dpr,1,0,-0.8,-4
16-Mar-21,"Gerindra: Kondisi Rachel Maryam Membaik, Sudah Belajar Menyusui",https://news.detik.com/berita/d-5199981/gerindra-kondisi-rachel-maryam-membaik-sudah-belajar-menyusui,1,0.6,0,3
5-Dec-20,"Gempa M 5,1 Guncang Wanokaka NTT",https://news.detik.com/berita/d-5199980/gempa-m-51-guncang-wanokaka-ntt,1,0.6,-0.6,0
3-Feb-21,"Cegah Klaster COVID-19, Masyarakat Harus Paham Potensi Penularan",https://news.detik.com/berita/d-5199977/cegah-klaster-covid-19-masyarakat-harus-paham-potensi-penularan,1,0.6,-0.8,-4
26-Feb-21,"Kasus Jiwasraya, Benny Tjokro Dkk Dipanggil Jadi Saksi Tersangka Korporasi",https://news.detik.com/berita/d-5199974/kasus-jiwasraya-benny-tjokro-dkk-dipanggil-jadi-saksi-tersangka-korporasi,1,1,-1,0
31-Jan-21,"Kasus Suap Paspor, PK Mantan Atase KBRI Kuala Lumpur Ditolak",https://news.detik.com/berita/d-5199972/kasus-suap-paspor-pk-mantan-atase-kbri-kuala-lumpur-ditolak,1,0.6,-1,-5
23-Oct-20,Survei Spektrum Politika: Gerindra-Prabowo Masih Kuasai Sumbar,https://news.detik.com/berita/d-5199973/survei-spektrum-politika-gerindra-prabowo-masih-kuasai-sumbar,1,0,0,0
5-Nov-20,"Ratusan Mahasiswa Kampus di Jaksel Positif Corona, Dibawa ke Wisma Atlet",https://news.detik.com/berita/d-5199954/ratusan-mahasiswa-kampus-di-jaksel-positif-corona-dibawa-ke-wisma-atlet,1,0.8,0,4
16-Dec-20,77 Warga Sumbar yang Tersesat di Hutan Ditemukan Selamat,https://news.detik.com/berita/d-5199952/77-warga-sumbar-yang-tersesat-di-hutan-ditemukan-selamat,1,0.8,-0.6,4
20-Mar-21,"Kebakaran Permukiman di Lahat, 81 Rumah Hangus-Korban Jiwa Nihil",https://news.detik.com/berita/d-5199950/kebakaran-permukiman-di-lahat-81-rumah-hangus-korban-jiwa-nihil,1,0.8,-0.6,4
25-Oct-20,"Antisipasi Demo, Water Cannon-Barracuda Disiagakan di Sekitar DPR",https://news.detik.com/berita/d-5199948/antisipasi-demo-water-cannon-barracuda-disiagakan-di-sekitar-dpr,1,0.2,0,1
6-Oct-20,Jokowi: Ubah Kebijakan Belanja Pertahanan Jadi Investasi Pertahanan,https://news.detik.com/berita/d-5199929/jokowi-ubah-kebijakan-belanja-pertahanan-jadi-investasi-pertahanan,1,1,0,5
5-Dec-20,"Jokowi Anugerahi Bintang Militer ke 3 Anggota TNI AD, AL dan AU",https://news.detik.com/berita/d-5199928/jokowi-anugerahi-bintang-militer-ke-3-anggota-tni-ad-al-dan-au,1,0,-0.4,-2
2-Nov-20,Jokowi Bicara Pertempuran Masa Depan dengan Daya Hancur yang Lebih Besar,https://news.detik.com/berita/d-5199926/jokowi-bicara-pertempuran-masa-depan-dengan-daya-hancur-yang-lebih-besar,1,0.6,-0.8,-4
9-Feb-21,"Razia di Duri Kepa, Polisi Amankan 1 Unit Motor yang Ditinggal Kabur Pemiliknya",https://megapolitan.kompas.com/read/2020/10/04/23025951/razia-di-duri-kepa-polisi-amankan-1-unit-motor-yang-ditinggal-kabur,1,0,-0.8,-4
23-Oct-20,Politisi Nasdem Akui Buruh Dirugikan dalam Pesangon di RUU Cipta Kerja,https://nasional.kompas.com/read/2020/10/04/22564421/politisi-nasdem-akui-buruh-dirugikan-dalam-pesangon-di-ruu-cipta-kerja,1,0.8,-0.8,0
24-Dec-20,"Kumpulkan Massa, Polisi Bubarkan Lomba Burung di Kembangan",https://megapolitan.kompas.com/read/2020/10/04/22532441/kumpulkan-massa-polisi-bubarkan-lomba-burung-di-kembangan,1,0,0,0
1-Mar-21,"Ditargetkan Rampung 2021, Pelabuhan Kali Adem Diklaim Bakal Lebih Besar dari Marina Ancol",https://megapolitan.kompas.com/read/2020/10/04/22521161/ditargetkan-rampung-2021-pelabuhan-kali-adem-diklaim-bakal-lebih-besar,1,0.6,-0.6,0
